representation,accuracy,accuracy,balanced_accuracy,balanced_accuracy,macro_f1,macro_f1,macro_auprc,macro_auprc,macro_auroc,macro_auroc,weighted_f1,weighted_f1,mcc,mcc,lowest_three_f1,lowest_three_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
PHIKON_V2_GT_CENTERED_CONTEXT,0.3391494244090472,0.02697196821754623,0.3030085980848945,0.033940298914334664,0.2745795975641284,0.021605543440108767,0.2871496793893014,0.02601252862819192,0.6917314770803594,0.03129189158884369,0.31476737314367037,0.02875205536175001,0.2057779633735643,0.03966391336867023,0.12996213306657195,0.02168559285718973
PHIKON_V2_GT_CENTERED_SMALL,0.3910726614979544,0.0217955100893761,0.3627299032454645,0.030787111921142907,0.3378646499117806,0.023095012797454656,0.343088410280788,0.02649404077326816,0.7339377316596376,0.023537008535665323,0.3761856030734954,0.025343764338981657,0.2704340506235846,0.030393030662269675,0.18318870750371802,0.02759977412264182
