representation,within_class_cosine_distance,between_class_cosine_distance,class_separation_ratio,within_batch_cosine_distance,between_batch_cosine_distance,batch_separation_ratio,knn_class_purity,knn_batch_purity,silhouette,n_geometry
CellViT_TOKEN,0.9991898536682129,0.9996086955070496,1.0004191398620605,0.9832221865653992,1.002476453781128,1.0195828676223755,0.16764,0.34016,-0.005475914571434259,10000
PHIKON_V2_SMALL,0.9879151582717896,1.0017144680023193,1.0139681100845337,0.900265634059906,1.0173801183700562,1.1300888061523438,0.26579,0.84146,-0.012202589772641659,10000
PHIKON_V2_CONTEXT,0.9837546944618225,1.0021730661392212,1.0187225341796875,0.8157929182052612,1.0322459936141968,1.2653284072875977,0.25237,0.98707,-0.020953603088855743,10000
