candidate,fold,comparison,auroc,auprc,f1,balanced_accuracy,sensitivity,precision,specificity,n_val
HIERARCHICAL_SPECIALIST,0,neutrophil_vs_myeloid,0.6987911503888513,0.4862579288436395,0.5114035087719299,0.6521185576676622,0.5912778904665315,0.45054095826893353,0.7129592248687929,3463
HIERARCHICAL_SPECIALIST,0,neutrophil_vs_tb,0.7527534940481848,0.3612983670923035,0.3885441527446301,0.6452502779727896,0.4127789046653144,0.36699729486023447,0.8777216512802648,6727
HIERARCHICAL_SPECIALIST,0,neutrophil_vs_all_immune,0.7209417387734726,0.23339310113937334,0.2977150537634408,0.6439123302902783,0.44929006085192696,0.22261306532663316,0.8385345997286295,10567
HIERARCHICAL_SPECIALIST,1,neutrophil_vs_myeloid,0.6777725497933893,0.17486009342232128,0.24213075060532688,0.6338843586717715,0.47393364928909953,0.16260162601626016,0.7938350680544436,2709
HIERARCHICAL_SPECIALIST,1,neutrophil_vs_tb,0.6606626467801655,0.11323749608675701,0.14173228346456693,0.611270630416711,0.46919431279620855,0.08347386172006746,0.7533469480372135,4618
HIERARCHICAL_SPECIALIST,1,neutrophil_vs_all_immune,0.6595149527366997,0.07166231397702955,0.08596837944664032,0.6053787013786305,0.41232227488151657,0.04798676227247656,0.7984351278757444,8774
HIERARCHICAL_SPECIALIST,2,neutrophil_vs_myeloid,0.6969098821757618,0.3517687161272053,0.35002215330084185,0.6013034983069533,0.3227124183006536,0.3823814133591481,0.879894578313253,6536
HIERARCHICAL_SPECIALIST,2,neutrophil_vs_tb,0.6894592433358209,0.3118300365527578,0.36530729465824235,0.6232259491873543,0.5196078431372549,0.2816651904340124,0.7268440552374537,7162
HIERARCHICAL_SPECIALIST,2,neutrophil_vs_all_immune,0.6782162302823344,0.18646073820062176,0.23925427239772137,0.601566954587651,0.37745098039215685,0.17513267626990145,0.8256829287831451,13707
HIERARCHICAL_SPECIALIST,3,neutrophil_vs_myeloid,0.6718649913771865,0.3511044007111538,0.42524916943521596,0.6188223700418822,0.5818181818181818,0.33507853403141363,0.6558265582655827,1437
HIERARCHICAL_SPECIALIST,3,neutrophil_vs_tb,0.6828506939441963,0.350095771827061,0.4229074889867841,0.6379772367094079,0.5818181818181818,0.33217993079584773,0.694136291600634,1592
HIERARCHICAL_SPECIALIST,3,neutrophil_vs_all_immune,0.6863335499554721,0.21269093395406294,0.28357191547375593,0.6306797121332466,0.6303030303030303,0.18293755496921724,0.631056393963463,2848
HIERARCHICAL_SPECIALIST,4,neutrophil_vs_myeloid,0.6934077113597865,0.6126200569655793,0.5807027992852888,0.6379977927211129,0.5755608028335301,0.5859375,0.7004347826086956,7988
HIERARCHICAL_SPECIALIST,4,neutrophil_vs_tb,0.7026625467670798,0.6652291006356084,0.6400116737195388,0.6503452640992893,0.64728453364817,0.6329004329004329,0.6534059945504087,7058
HIERARCHICAL_SPECIALIST,4,neutrophil_vs_all_immune,0.7378724727780537,0.43369847038607484,0.4736842105263158,0.6720992632007097,0.5923848878394333,0.3946126622099882,0.7518136385619861,15794
