candidate,n_folds,accuracy,accuracy_sd,balanced_accuracy,balanced_accuracy_sd,macro_f1,macro_f1_sd,macro_auprc,macro_auprc_sd,macro_auroc,macro_auroc_sd,weighted_f1,weighted_f1_sd,mcc,mcc_sd,lowest_three_f1,lowest_three_f1_sd
HIERARCHICAL,5,0.4648666464547892,0.031210689831469848,0.4345133116193055,0.03459726832778149,0.406511397951052,0.03193058931905646,0.4396488357887599,0.040288494033536466,0.7938475411250648,0.020778937412740426,0.44384681356722994,0.03368281125400007,0.35956856893475286,0.04063145634018538,0.23778223901619314,0.02663581994060613
