candidate,fold,accuracy,balanced_accuracy,macro_f1,macro_auprc,macro_auroc,weighted_f1,lowest_three_f1
F1_FINAL_BLOCK,0,0.5224105657237936,0.4753326173392944,0.4662724119070799,0.4804595590333399,0.811514239857302,0.5142619464761847,0.3048058108507857
F1_FINAL_BLOCK,1,0.4889589905362776,0.5047187789776028,0.4617254067208613,0.5263381300022916,0.8265772422098535,0.49284057024612904,0.2612784851980132
F1_FINAL_BLOCK,2,0.4425913274122895,0.425613504416881,0.3959661933277105,0.41987043530152074,0.7943657432556217,0.4335340659831362,0.27246122827335056
F1_FINAL_BLOCK,3,0.5318736967530533,0.48274916401842294,0.45395813392362955,0.482178208619894,0.8373491940053837,0.5290078085651473,0.25977735083559533
F1_FINAL_BLOCK,4,0.4960147575789217,0.5053006525909015,0.4842105193858533,0.5325839521671748,0.8386405795578857,0.4785968903066553,0.3365944999073546
