accuracy,balanced_accuracy,macro_f1,macro_auprc,macro_auroc,weighted_f1,mcc,lowest_three_f1,candidate,fold,inner_val_batch,n_train,n_val
0.48024126455906824,0.4116175279673949,0.38954727535459976,0.41538013823426106,0.7656413885963765,0.4532476705311527,0.36886117121870315,0.19995908109087865,HIERARCHICAL_SPECIALIST,0,s93,76812,19232
0.42598883766076195,0.4019148442985658,0.3582253446439953,0.4313671918219594,0.766793381279059,0.38963437615188884,0.29510019823765815,0.15065791951485752,HIERARCHICAL_SPECIALIST,1,s93,79560,16484
0.4048145320098059,0.35537296325313145,0.32329984357642305,0.35613770415933654,0.753577550333665,0.3683273827026365,0.2955090704179404,0.15806033178123483,HIERARCHICAL_SPECIALIST,2,s93,71161,24883
0.49791480488531425,0.42099362926510325,0.3894088937496298,0.4216766840896521,0.8144511146897234,0.4728264706565805,0.39780512319101086,0.15645250537897473,HIERARCHICAL_SPECIALIST,3,s93,89330,6714
0.46329748355434897,0.46211994051748595,0.43886619988176173,0.48891409346788056,0.808284468017738,0.4352453259149094,0.37670625005247405,0.2594201999439468,HIERARCHICAL_SPECIALIST,4,s22,67313,28731
