candidate,n_folds,accuracy,accuracy_sd,balanced_accuracy,balanced_accuracy_sd,macro_f1,macro_f1_sd,macro_auprc,macro_auprc_sd,macro_auroc,macro_auroc_sd,weighted_f1,weighted_f1_sd,mcc,mcc_sd,lowest_three_f1,lowest_three_f1_sd
B0_raw,5,0.46575528371286473,0.027565743684002286,0.44526679480499204,0.03440037237528514,0.4204130296841945,0.033032355411811286,0.44034371678502937,0.041532277893167165,0.7938975988569202,0.02006404017766248,0.4588261348636153,0.025096763569496458,0.362246184532178,0.03665982733742425,0.2590794310964825,0.03179311010383771
B0_pca_controlled,5,0.43562234177030473,0.027623643993095703,0.4194937753874527,0.02945111250761298,0.38491120585622,0.02839647592191738,0.40876002644218934,0.03804290436471019,0.7736487826794892,0.02049546660942099,0.4233410605353464,0.026312331884932056,0.33108222380145136,0.03662455558935683,0.2219638044678614,0.0334746272520738
B1_raw,5,0.4808471816934305,0.030589505783005143,0.4567558391789442,0.039335489771755425,0.4344179119711596,0.038584021063800024,0.4525771186806377,0.04554444360126125,0.8004005839239555,0.021645269138782754,0.4766180285349673,0.027315123032605255,0.37890993028255876,0.04072960965572993,0.271665972399965,0.043562241928063454
B1_pca_controlled,5,0.4637278633283605,0.033376750700870914,0.44459906799357674,0.03593774840746171,0.4138136906275978,0.034802924555182774,0.43385254222619773,0.043058920704613694,0.7914308768985047,0.02125411958034347,0.4552137890901203,0.030886182802141404,0.3618995976427527,0.04221011101295257,0.250489381252916,0.04436099257892272
B2_raw,5,0.4648728199592028,0.025911756500411078,0.4402616508560273,0.036436167054174816,0.4161158095694478,0.030628813226499133,0.433775532127863,0.042971535434391576,0.7881121115613114,0.02224382216015671,0.45661598011305776,0.024630192804303952,0.3598924025475517,0.03812408012728941,0.24834683095471471,0.030713793983139503
B2_pca_controlled,5,0.4463675557996581,0.023124712033038782,0.4259866831926334,0.033886243927452375,0.3942267337708228,0.026610299449407383,0.41155870992833254,0.038278726500803384,0.7763533980071097,0.020688282030415825,0.4335582113500342,0.02552344682490779,0.3406926811800509,0.03445634136944033,0.22718323910159527,0.02880278706249131
B3_raw,5,0.47723598735137845,0.030581113227147093,0.4518364960355855,0.04123162696090909,0.42991985777987657,0.036119064971793305,0.4470585888449454,0.04489313762561235,0.7969063410987858,0.02263926322235907,0.47185352065154734,0.027622723043795563,0.37400611287090113,0.04385494217488408,0.2622688242104351,0.03935591559708851
B3_pca_controlled,5,0.4670403228054802,0.025729811626394834,0.44515513887385855,0.03703212212415741,0.41596655854969483,0.0302747084259149,0.4344321076979317,0.04259835901858245,0.792380383160708,0.02088775954992377,0.457311861962945,0.024405621510240103,0.3642199918093082,0.03779019568809142,0.24846210879210723,0.03870440523974205
