candidate,comparison,auroc,auprc,f1,sensitivity,specificity,precision,auroc_sd,auprc_sd,f1_sd,sensitivity_sd,specificity_sd,precision_sd,n_val
F1_FINAL_BLOCK,neutrophil_vs_myeloid,0.7202385007502727,0.43845790416825475,0.45607360054138735,0.5442983765980604,0.7627422731618984,0.4115568203663602,0.022072517601835064,0.17865352607411322,0.1453102515699578,0.11404438420826432,0.08053185720178029,0.16964319921406207,4426.6
F1_FINAL_BLOCK,neutrophil_vs_tb,0.7069342879441465,0.39300703280450877,0.4020122038850393,0.5179206701402448,0.764076051600722,0.35382902488801926,0.035878230924328056,0.21178133921131825,0.1803342895943048,0.1154272706181092,0.0737797118337091,0.197014913320149,5431.4
