candidate,accuracy,balanced_accuracy,macro_f1,macro_auprc,macro_auroc,weighted_f1,lowest_three_f1,accuracy_sd,balanced_accuracy_sd,macro_f1_sd,macro_auprc_sd,macro_auroc_sd,weighted_f1_sd,lowest_three_f1_sd
F1_FINAL_BLOCK,0.49642052739059783,0.4791830144870932,0.45221581139835276,0.48932327488381466,0.8224202453688202,0.4892254091614179,0.28663237521444107,0.03389897125245248,0.030112727409359875,0.02943389245473218,0.04284826734592524,0.018164299201303132,0.035683691005757315,0.02684467032067776
