candidate,comparison,auroc,auprc,f1,sensitivity,specificity,precision,auroc_sd,auprc_sd,f1_sd,sensitivity_sd,specificity_sd,precision_sd,n_val
MUSK_BEST_FOV_SINGLE_SCALE,neutrophil_vs_myeloid,0.6632227298718266,0.37935075280933117,0.41137205199060745,0.5522057040322276,0.679502600106176,0.34958505540780627,0.030344106252162783,0.15669227640932132,0.14425686162117837,0.12038044359661296,0.12121567865455408,0.16340485924684897,4426.6
MUSK_BEST_FOV_SINGLE_SCALE,neutrophil_vs_tb,0.6398154535097373,0.31772654724650706,0.35677769836884227,0.5457344713945964,0.6559963304336884,0.2864009583573124,0.0343211476307018,0.18931941820653062,0.18606634785244558,0.10761489170897379,0.08095368686755054,0.18734582474533032,5431.4
