candidate,fold,class_id,class_name,precision,recall,f1,auroc,auprc,support
MUSK_BEST_FOV_SINGLE_SCALE,0,0,Endothelial,0.30045425048669694,0.38744769874476986,0.3384502923976608,0.7551218462113296,0.3388025960685197,2390
MUSK_BEST_FOV_SINGLE_SCALE,0,1,Mesenchymal,0.3159722222222222,0.2970326409495549,0.3062098501070664,0.6715596631480645,0.2971236546322709,3370
MUSK_BEST_FOV_SINGLE_SCALE,0,2,Myeloid,0.27491408934707906,0.09689140088817118,0.14328358208955225,0.6188175017984014,0.1897784209758977,2477
MUSK_BEST_FOV_SINGLE_SCALE,0,3,Neutrophil,0.16085946573751453,0.28093306288032455,0.20457902511078288,0.6995809078941195,0.14909051336381784,986
MUSK_BEST_FOV_SINGLE_SCALE,0,4,Plasma cell,0.22001205545509342,0.2677916360968452,0.2415618795499669,0.7123018518198414,0.18130891919672734,1363
MUSK_BEST_FOV_SINGLE_SCALE,0,5,T and B,0.6504024144869215,0.4504441734889392,0.5322630441494289,0.8153583870728635,0.6273459170522087,5741
MUSK_BEST_FOV_SINGLE_SCALE,0,6,Tumor,0.5338804713804713,0.8733218588640276,0.6626616168212093,0.9423900117088501,0.7675378639424246,2905
MUSK_BEST_FOV_SINGLE_SCALE,1,0,Endothelial,0.3694800104520512,0.5282032125513635,0.434809348093481,0.772740321988876,0.42317058167596444,2677
MUSK_BEST_FOV_SINGLE_SCALE,1,1,Mesenchymal,0.40122858066602,0.29803073967339094,0.3420146065867438,0.6612656060917949,0.39503230315188614,4164
MUSK_BEST_FOV_SINGLE_SCALE,1,2,Myeloid,0.2370153621068032,0.1297037630104083,0.16765847347994825,0.6006266760870443,0.20040400328467617,2498
MUSK_BEST_FOV_SINGLE_SCALE,1,3,Neutrophil,0.024081115335868188,0.18009478672985782,0.042481833426495245,0.6432205470463533,0.03677822608747567,211
MUSK_BEST_FOV_SINGLE_SCALE,1,4,Plasma cell,0.28818061088977426,0.3926417370325694,0.3323972427878479,0.7374761548396462,0.28162722907787124,1658
MUSK_BEST_FOV_SINGLE_SCALE,1,5,T and B,0.5229993698802773,0.37667347401860674,0.4379369476322385,0.7516713485412858,0.5055948222692259,4407
MUSK_BEST_FOV_SINGLE_SCALE,1,6,Tumor,0.418212478920742,0.570771001150748,0.4827250608272506,0.892125280087196,0.5179743445195713,869
MUSK_BEST_FOV_SINGLE_SCALE,2,0,Endothelial,0.3618046430135786,0.2783018867924528,0.3146067415730337,0.7360312878783686,0.31010494973821656,2968
MUSK_BEST_FOV_SINGLE_SCALE,2,1,Mesenchymal,0.19572235673930588,0.16346477923828784,0.17814508723599634,0.6275502357778356,0.1713779594304806,2967
MUSK_BEST_FOV_SINGLE_SCALE,2,2,Myeloid,0.2719797596457938,0.16189759036144577,0.20297380221855083,0.5672549684712997,0.2599645775007995,5312
MUSK_BEST_FOV_SINGLE_SCALE,2,3,Neutrophil,0.10241615578795528,0.23202614379084968,0.1421065799349512,0.6615603798192565,0.0947879374886651,1224
MUSK_BEST_FOV_SINGLE_SCALE,2,4,Plasma cell,0.12026956972524624,0.37631792376317924,0.18228245924179926,0.6958868433100311,0.12891951100703608,1233
MUSK_BEST_FOV_SINGLE_SCALE,2,5,T and B,0.4876847290640394,0.3167733243516335,0.38407350689127107,0.735085258145199,0.4605307046297416,5938
MUSK_BEST_FOV_SINGLE_SCALE,2,6,Tumor,0.5324474660074165,0.6575081091394772,0.588406044565867,0.8505249110771418,0.6133762593427912,5241
MUSK_BEST_FOV_SINGLE_SCALE,3,0,Endothelial,0.4333087693441415,0.4715316760224539,0.45161290322580644,0.7554561164464368,0.44836772826624316,1247
MUSK_BEST_FOV_SINGLE_SCALE,3,1,Mesenchymal,0.34248788368336025,0.182916307161346,0.23847019122609672,0.6637965781047475,0.29927540170509725,1159
MUSK_BEST_FOV_SINGLE_SCALE,3,2,Myeloid,0.21875,0.11382113821138211,0.1497326203208556,0.5727503963702618,0.197018406650577,1107
MUSK_BEST_FOV_SINGLE_SCALE,3,3,Neutrophil,0.12077294685990338,0.3787878787878788,0.18315018315018314,0.7133563074352548,0.11284992263514164,330
MUSK_BEST_FOV_SINGLE_SCALE,3,4,Plasma cell,0.0641399416909621,0.2953020134228188,0.10538922155688624,0.7360550407131576,0.07249273981175461,149
MUSK_BEST_FOV_SINGLE_SCALE,3,5,T and B,0.4405487804878049,0.45800316957210774,0.4491064491064491,0.7966820068065572,0.4484188097452362,1262
MUSK_BEST_FOV_SINGLE_SCALE,3,6,Tumor,0.7360496014171833,0.5691780821917808,0.641946697566628,0.9080841211653482,0.7270235591518976,1460
MUSK_BEST_FOV_SINGLE_SCALE,4,0,Endothelial,0.3399588759424263,0.48903130391915206,0.40109168098655607,0.7633428844845687,0.372923091606855,4057
MUSK_BEST_FOV_SINGLE_SCALE,4,1,Mesenchymal,0.39665918723510346,0.2986111111111111,0.34072170467930185,0.7175724187525561,0.3616963138512782,5328
MUSK_BEST_FOV_SINGLE_SCALE,4,2,Myeloid,0.2522012578616352,0.1743478260869565,0.20616966580976864,0.5975980968013361,0.21799383222117497,4600
MUSK_BEST_FOV_SINGLE_SCALE,4,3,Neutrophil,0.2943129010843107,0.3925619834710744,0.3364107752624257,0.74800790998737,0.2771371997729871,3388
MUSK_BEST_FOV_SINGLE_SCALE,4,4,Plasma cell,0.36748501836458536,0.4596228239845261,0.40842195724567626,0.771805871167065,0.3918447472049179,4136
