accuracy,balanced_accuracy,macro_f1,macro_auprc,macro_auroc,weighted_f1,mcc,lowest_three_f1,candidate,fold,n_train,n_val
0.41243760399334445,0.37912321027323326,0.3470013271750953,0.3644268407474095,0.7450185956647815,0.4007619966951105,0.30187387761563234,0.19647482891676735,MUSK_BEST_FOV_SINGLE_SCALE,0,76812,19232
0.35331230283911674,0.3537312448809921,0.32000335897628646,0.33722593000952433,0.722732276383171,0.35892373300750785,0.22662801796140852,0.18084584989809713,MUSK_BEST_FOV_SINGLE_SCALE,1,79560,16484
0.33139090945625527,0.3123271082053323,0.2846563173802099,0.2912945570196758,0.6962705549255903,0.3337082911939277,0.21303348757165408,0.16751137547091557,MUSK_BEST_FOV_SINGLE_SCALE,2,71161,24883
0.37295204051236225,0.3527914664813955,0.31705832373612935,0.32934950970942106,0.7351686524345377,0.38508479659219036,0.2668397107604532,0.1460906750093083,MUSK_BEST_FOV_SINGLE_SCALE,3,89330,6714
0.36946155720302115,0.37879969667347335,0.3710141877552453,0.3688476991311898,0.7510282477411419,0.3643659154131865,0.2661214664204913,0.2842907665837166,MUSK_BEST_FOV_SINGLE_SCALE,4,67313,28731
